gpu: NVIDIA L40S
targets: 5118 8740 5324 4630 833 2065 7056 9059 6707 9874
targets: 6707 9874
job: 970831 ifb26_fus_gm_b0002_r20 on rack08-08
config: selector=fus attack=gradmatch budget=0.002 model=ResNet20BN K=20 dog-bird targets=10 victims=6 craft_steps=250 parts=4
partition: part_4_of_4 (2 target(s), 6 victims each)
output: /home/mmoslem3/scratch/PoisonBase/influence_fus_baselines_result/CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14/parts/part_4_of_4
warning: /usr/bin/time is unavailable; Python phase metrics remain enabled
[2026-09-17 11:27:27] === run start: CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14 on cuda [0] ===
[2026-09-17 11:27:27] args: {"FORCE": false, "attack": "gradmatch", "base": "ours", "base_dist": "cosine", "base_topr": null, "budget": 0.002, "cache_dir": "/tmp/PoisonBase_influence_fus/cache", "class_pair": "dog-bird", "clean_baseline": true, "craft_alpha": 0.0039216, "craft_aug": true, "craft_batch": 256, "craft_ensemble": 5, "craft_lowmem": false, "craft_schedule": false, "craft_steps": 250, "data_path": "/tmp/PoisonBase_influence_fus/data", "dataset": "CIFAR10", "distance_margin_coef": null, "dsa_strategy": "color_crop_cutout_flip_scale_rotate", "epsilon": 0.0313725, "fast_gradmatch": false, "fc_mode": "sample", "fc_restarts": 1, "fus_alpha": 0.5, "fus_iters": 10, "fus_proxy_restarts": 0, "fus_proxy_steps": 0, "fus_search_decay": [40], "fus_search_epochs": 50, "gpus": "all", "jacobian_batch_size": 64, "jacobian_weight": 1.0, "keep_pinned_targets": true, "lambda_margin": 1.0, "model": "ResNet20BN", "no_resume": false, "num_poisons": 500, "num_surrogates": 20, "num_targets": 2, "num_victims": 6, "out_dir": "/tmp/PoisonBase_influence_fus/influence_fus_baselines_result/part_4_of_4", "pair_order": "poison-target", "parallel_pretrain": true, "parallel_targets": true, "precompute_id": null, "precompute_only": false, "precompute_part": "both", "rank_on_victims": true, "recompute_deltas": false, "require_correct_target": false, "restarts": 8, "seed": 42, "sel_K": 20, "sel_alpha": 1.0, "sel_criterion": "fus", "sel_dpp": false, "sel_filter": false, "sel_metric_epoch": 10, "sel_mmr": false, "sel_mode": null, "sel_model": null, "sel_mu": 1.0, "sel_pca": false, "sel_pool": 3.0, "selector_metric_dir": "/tmp/PoisonBase_influence_fus/cache/selector_metrics", "sharp_mode": "worst", "sharp_samples": 20, "sharp_sigma": 0.05, "steal_timeout": 7200.0, "surrogate_aug": false, "surrogate_bs": 128, "surrogate_decay": [35, 45], "surrogate_epochs": 60, "surrogate_lr": 0.1, "surrogate_wd": 0.0, "target_idx_file": "/tmp/PoisonBase_influence_fus/target_sets/ResNet20BN_gradmatch_dog-bird_part_4_of_4.json", "target_select": 14, "use_jacobian_score": false, "victim_aug": false, "victim_bs": 125, "victim_decay": [40], "victim_epochs": 50, "victim_lr": 0.1, "victim_model": null, "victim_wd": 0.0}
[2026-09-17 11:27:27] Jacobian score: disabled
[2026-09-17 11:27:27] Adapted FUS selector: iterations=10 alpha=0.5 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:27:27] N_total=50000 budget=0.002 -> N_p=100 poisons, y_adv=5(dog) target_class=2(bird)
[2026-09-17 11:27:27] === selection/crafting surrogates (20 x ResNet20BN, trained on the full real set) ===
[2026-09-17 11:27:28]   crafting on 5/20 surrogates
[2026-09-17 13:00:30]   adapted FUS target 9874 iteration 4/10: objective=0.177855, forgetting min/mean/max=0/1.440/6, retained=50, refreshed=50
[2026-09-17 13:06:11]   adapted FUS target 9874 iteration 5/10: objective=0.183405, forgetting min/mean/max=0/1.410/7, retained=50, refreshed=50
[2026-09-17 13:11:51]   adapted FUS target 9874 iteration 6/10: objective=0.181728, forgetting min/mean/max=0/1.400/7, retained=50, refreshed=50
[2026-09-17 13:17:32]   adapted FUS target 9874 iteration 7/10: objective=0.178618, forgetting min/mean/max=0/1.450/7, retained=50, refreshed=50
[2026-09-17 13:23:13]   adapted FUS target 9874 iteration 8/10: objective=0.179447, forgetting min/mean/max=0/1.560/8, retained=50, refreshed=50
[2026-09-17 13:28:54]   adapted FUS target 9874 iteration 9/10: objective=0.180696, forgetting min/mean/max=0/1.440/7, retained=50, refreshed=50
[2026-09-17 13:34:35]   adapted FUS target 9874 iteration 10/10: objective=0.180354, forgetting min/mean/max=0/1.540/7, retained=50, refreshed=50
[2026-09-17 13:34:35]   target 9874: selector overhead 3408.910 s, CUDA peak 2313.5 MiB (incremental 1563.6 MiB)
[2026-09-17 13:38:29]   target 9874: crafted 100 poisons in 234 s, obj=0.17917, CUDA peak=2313.2 MiB (incremental 1562.1 MiB)
[2026-09-17 13:38:29]   target 9874: realized linf = 0.03137 (8.00/255), budget = 8.00/255
[2026-09-17 13:40:05]   [t9874 v1/6] SUCCESS (pred=dog) CTA=0.8306
[2026-09-17 13:41:41]   [t9874 v2/6] fail (pred=airplane) CTA=0.8352
[2026-09-17 13:43:16]   [t9874 v3/6] fail (pred=deer) CTA=0.8407
[2026-09-17 13:44:52]   [t9874 v4/6] SUCCESS (pred=dog) CTA=0.8385
[2026-09-17 13:46:28]   [t9874 v5/6] SUCCESS (pred=dog) CTA=0.8365
[2026-09-17 13:48:04]   [t9874 v6/6] SUCCESS (pred=dog) CTA=0.8315
[2026-09-17 13:48:04]   target 9874, 6 victims on this gpu: ASR=66.7% CTA=0.8355 +/- 0.0036
[2026-09-17 13:48:04]   selector resources: 2 target(s), 6817.1 total target-seconds, max CUDA allocated 2313.8 MiB (incremental 1572.0 MiB)
[2026-09-17 13:48:04] ==== CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14 : ASR = 50.0% +/- 16.7% | CTA = 0.8369 (baseline 0.8354) ====
[2026-09-17 13:48:04]   target-prediction tally ['airplane', 'automobile', 'bird', 'cat', 'deer', 'dog', 'frog', 'horse', 'ship', 'truck']: [1, 0, 3, 1, 1, 6, 0, 0, 0, 0]
verified: 2 targets x 6 victims = 12 unique evaluations
