gpu: NVIDIA L40S
targets: 5118 8740 5324 4630 833 2065 7056 9059 6707 9874
targets: 6707 9874
job: 970835 ifb28_fus_gm_b0005_r20 on rack13-15
config: selector=fus attack=gradmatch budget=0.005 model=ResNet20BN K=20 dog-bird targets=10 victims=6 craft_steps=250 parts=4
partition: part_4_of_4 (2 target(s), 6 victims each)
output: /home/mmoslem3/scratch/PoisonBase/influence_fus_baselines_result/CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14/parts/part_4_of_4
warning: /usr/bin/time is unavailable; Python phase metrics remain enabled
[2026-09-17 11:37:47] === run start: CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14 on cuda [0] ===
[2026-09-17 11:37:47] args: {"FORCE": false, "attack": "gradmatch", "base": "ours", "base_dist": "cosine", "base_topr": null, "budget": 0.005, "cache_dir": "/tmp/PoisonBase_influence_fus/cache", "class_pair": "dog-bird", "clean_baseline": true, "craft_alpha": 0.0039216, "craft_aug": true, "craft_batch": 256, "craft_ensemble": 5, "craft_lowmem": false, "craft_schedule": false, "craft_steps": 250, "data_path": "/tmp/PoisonBase_influence_fus/data", "dataset": "CIFAR10", "distance_margin_coef": null, "dsa_strategy": "color_crop_cutout_flip_scale_rotate", "epsilon": 0.0313725, "fast_gradmatch": false, "fc_mode": "sample", "fc_restarts": 1, "fus_alpha": 0.5, "fus_iters": 10, "fus_proxy_restarts": 0, "fus_proxy_steps": 0, "fus_search_decay": [40], "fus_search_epochs": 50, "gpus": "all", "jacobian_batch_size": 64, "jacobian_weight": 1.0, "keep_pinned_targets": true, "lambda_margin": 1.0, "model": "ResNet20BN", "no_resume": false, "num_poisons": 500, "num_surrogates": 20, "num_targets": 2, "num_victims": 6, "out_dir": "/tmp/PoisonBase_influence_fus/influence_fus_baselines_result/part_4_of_4", "pair_order": "poison-target", "parallel_pretrain": true, "parallel_targets": true, "precompute_id": null, "precompute_only": false, "precompute_part": "both", "rank_on_victims": true, "recompute_deltas": false, "require_correct_target": false, "restarts": 8, "seed": 42, "sel_K": 20, "sel_alpha": 1.0, "sel_criterion": "fus", "sel_dpp": false, "sel_filter": false, "sel_metric_epoch": 10, "sel_mmr": false, "sel_mode": null, "sel_model": null, "sel_mu": 1.0, "sel_pca": false, "sel_pool": 3.0, "selector_metric_dir": "/tmp/PoisonBase_influence_fus/cache/selector_metrics", "sharp_mode": "worst", "sharp_samples": 20, "sharp_sigma": 0.05, "steal_timeout": 7200.0, "surrogate_aug": false, "surrogate_bs": 128, "surrogate_decay": [35, 45], "surrogate_epochs": 60, "surrogate_lr": 0.1, "surrogate_wd": 0.0, "target_idx_file": "/tmp/PoisonBase_influence_fus/target_sets/ResNet20BN_gradmatch_dog-bird_part_4_of_4.json", "target_select": 14, "use_jacobian_score": false, "victim_aug": false, "victim_bs": 125, "victim_decay": [40], "victim_epochs": 50, "victim_lr": 0.1, "victim_model": null, "victim_wd": 0.0}
[2026-09-17 11:37:47] Jacobian score: disabled
[2026-09-17 11:37:47] Adapted FUS selector: iterations=10 alpha=0.5 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:37:47] N_total=50000 budget=0.005 -> N_p=250 poisons, y_adv=5(dog) target_class=2(bird)
[2026-09-17 11:37:47] === selection/crafting surrogates (20 x ResNet20BN, trained on the full real set) ===
[2026-09-17 11:37:47]   crafting on 5/20 surrogates
[2026-09-17 13:59:44]   adapted FUS target 9874 iteration 3/10: objective=0.175008, forgetting min/mean/max=0/0.944/7, retained=125, refreshed=125
[2026-09-17 14:09:20]   adapted FUS target 9874 iteration 4/10: objective=0.171989, forgetting min/mean/max=0/0.820/6, retained=125, refreshed=125
[2026-09-17 14:18:57]   adapted FUS target 9874 iteration 5/10: objective=0.166044, forgetting min/mean/max=0/0.956/7, retained=125, refreshed=125
[2026-09-17 14:28:33]   adapted FUS target 9874 iteration 6/10: objective=0.16779, forgetting min/mean/max=0/0.852/6, retained=125, refreshed=125
[2026-09-17 14:38:08]   adapted FUS target 9874 iteration 7/10: objective=0.172541, forgetting min/mean/max=0/0.920/6, retained=125, refreshed=125
[2026-09-17 14:47:41]   adapted FUS target 9874 iteration 8/10: objective=0.173161, forgetting min/mean/max=0/0.808/7, retained=125, refreshed=125
[2026-09-17 14:57:14]   adapted FUS target 9874 iteration 9/10: objective=0.172654, forgetting min/mean/max=0/0.984/6, retained=125, refreshed=125
[2026-09-17 15:06:48]   adapted FUS target 9874 iteration 10/10: objective=0.172933, forgetting min/mean/max=0/0.880/8, retained=125, refreshed=125
[2026-09-17 15:06:48]   target 9874: selector overhead 5751.626 s, CUDA peak 4684.9 MiB (incremental 3935.0 MiB)
[2026-09-17 15:14:33]   target 9874: crafted 250 poisons in 465 s, obj=0.17344, CUDA peak=4684.6 MiB (incremental 3931.7 MiB)
[2026-09-17 15:14:33]   target 9874: realized linf = 0.03137 (8.00/255), budget = 8.00/255
[2026-09-17 15:16:09]   [t9874 v1/6] SUCCESS (pred=dog) CTA=0.8391
[2026-09-17 15:17:45]   [t9874 v2/6] fail (pred=bird) CTA=0.8408
[2026-09-17 15:19:21]   [t9874 v3/6] fail (pred=bird) CTA=0.8406
[2026-09-17 15:20:57]   [t9874 v4/6] SUCCESS (pred=dog) CTA=0.8416
[2026-09-17 15:22:33]   [t9874 v5/6] SUCCESS (pred=dog) CTA=0.8349
[2026-09-17 15:24:09]   [t9874 v6/6] SUCCESS (pred=dog) CTA=0.8367
[2026-09-17 15:24:09]   target 9874, 6 victims on this gpu: ASR=66.7% CTA=0.8389 +/- 0.0024
[2026-09-17 15:24:09]   selector resources: 2 target(s), 11497.3 total target-seconds, max CUDA allocated 4685.0 MiB (incremental 3943.2 MiB)
[2026-09-17 15:24:09] ==== CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt14 : ASR = 75.0% +/- 8.3% | CTA = 0.8387 (baseline 0.8354) ====
[2026-09-17 15:24:09]   target-prediction tally ['airplane', 'automobile', 'bird', 'cat', 'deer', 'dog', 'frog', 'horse', 'ship', 'truck']: [0, 0, 3, 0, 0, 9, 0, 0, 0, 0]
verified: 2 targets x 6 victims = 12 unique evaluations
