[2026-09-17 11:40:53] === run start: CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_worst0.05_ce5_tgt70 on cuda [0] ===
[2026-09-17 11:40:53] args: {"FORCE": false, "attack": "sapa", "base": "ours", "base_dist": "cosine", "base_topr": null, "budget": 0.005, "cache_dir": "/tmp/PoisonBase_influence_fus/cache", "class_pair": "dog-bird", "clean_baseline": true, "craft_alpha": 0.0039216, "craft_aug": true, "craft_batch": 256, "craft_ensemble": 5, "craft_lowmem": false, "craft_schedule": false, "craft_steps": 250, "data_path": "/tmp/PoisonBase_influence_fus/data", "dataset": "CIFAR10", "distance_margin_coef": null, "dsa_strategy": "color_crop_cutout_flip_scale_rotate", "epsilon": 0.0313725, "fast_gradmatch": false, "fc_mode": "sample", "fc_restarts": 1, "fus_alpha": 0.5, "fus_iters": 10, "fus_proxy_restarts": 0, "fus_proxy_steps": 0, "fus_search_decay": [40], "fus_search_epochs": 50, "gpus": "all", "jacobian_batch_size": 64, "jacobian_weight": 1.0, "keep_pinned_targets": true, "lambda_margin": 1.0, "model": "ConvNetBN", "no_resume": false, "num_poisons": 500, "num_surrogates": 20, "num_targets": 3, "num_victims": 6, "out_dir": "/tmp/PoisonBase_influence_fus/influence_fus_baselines_result/part_1_of_4", "pair_order": "poison-target", "parallel_pretrain": true, "parallel_targets": true, "precompute_id": null, "precompute_only": false, "precompute_part": "both", "rank_on_victims": true, "recompute_deltas": false, "require_correct_target": false, "restarts": 8, "seed": 42, "sel_K": 20, "sel_alpha": 1.0, "sel_criterion": "fus", "sel_dpp": false, "sel_filter": false, "sel_metric_epoch": 10, "sel_mmr": false, "sel_mode": null, "sel_model": null, "sel_mu": 1.0, "sel_pca": false, "sel_pool": 3.0, "selector_metric_dir": "/tmp/PoisonBase_influence_fus/cache/selector_metrics", "sharp_mode": "worst", "sharp_samples": 20, "sharp_sigma": 0.05, "steal_timeout": 7200.0, "surrogate_aug": false, "surrogate_bs": 128, "surrogate_decay": [35, 45], "surrogate_epochs": 60, "surrogate_lr": 0.1, "surrogate_wd": 0.0, "target_idx_file": "/tmp/PoisonBase_influence_fus/target_sets/ConvNetBN_gradmatch_dog-bird_part_1_of_4.json", "target_select": 70, "use_jacobian_score": false, "victim_aug": false, "victim_bs": 125, "victim_decay": [40], "victim_epochs": 50, "victim_lr": 0.1, "victim_model": null, "victim_wd": 0.0}
[2026-09-17 11:40:53] Jacobian score: disabled
[2026-09-17 11:40:53] Adapted FUS selector: iterations=10 alpha=0.5 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:40:53] N_total=50000 budget=0.005 -> N_p=250 poisons, y_adv=5(dog) target_class=2(bird)
[2026-09-17 11:40:53] === selection/crafting surrogates (20 x ConvNetBN, trained on the full real set) ===
[2026-09-17 11:40:53]   crafting on 5/20 surrogates
[2026-09-17 13:47:53]   adapted FUS target 8252 iteration 2/10: objective=0.252393, forgetting min/mean/max=0/1.460/8, retained=125, refreshed=125
[2026-09-17 13:52:51]   adapted FUS target 8252 iteration 3/10: objective=0.253215, forgetting min/mean/max=0/2.488/12, retained=125, refreshed=125
[2026-09-17 13:57:48]   adapted FUS target 8252 iteration 4/10: objective=0.242792, forgetting min/mean/max=0/1.372/8, retained=125, refreshed=125
[2026-09-17 14:02:45]   adapted FUS target 8252 iteration 5/10: objective=0.234995, forgetting min/mean/max=0/2.876/11, retained=125, refreshed=125
[2026-09-17 14:07:43]   adapted FUS target 8252 iteration 6/10: objective=0.240992, forgetting min/mean/max=0/2.984/12, retained=125, refreshed=125
[2026-09-17 14:12:40]   adapted FUS target 8252 iteration 7/10: objective=0.241307, forgetting min/mean/max=0/1.376/8, retained=125, refreshed=125
[2026-09-17 14:17:38]   adapted FUS target 8252 iteration 8/10: objective=0.240137, forgetting min/mean/max=0/1.760/9, retained=125, refreshed=125
[2026-09-17 14:22:35]   adapted FUS target 8252 iteration 9/10: objective=0.242362, forgetting min/mean/max=0/1.488/8, retained=125, refreshed=125
[2026-09-17 14:27:33]   adapted FUS target 8252 iteration 10/10: objective=0.227332, forgetting min/mean/max=0/1.880/8, retained=125, refreshed=125
[2026-09-17 14:27:33]   target 8252: selector overhead 2974.063 s, CUDA peak 5070.7 MiB (incremental 4317.1 MiB)
[2026-09-17 14:31:32]   target 8252: crafted 250 poisons in 239 s, obj=0.22559, CUDA peak=5068.1 MiB (incremental 4311.6 MiB)
[2026-09-17 14:31:32]   target 8252: realized linf = 0.03137 (8.00/255), budget = 8.00/255
[2026-09-17 14:32:23]   [t8252 v1/6] SUCCESS (pred=dog) CTA=0.8015
[2026-09-17 14:33:12]   [t8252 v2/6] SUCCESS (pred=dog) CTA=0.8130
[2026-09-17 14:34:02]   [t8252 v3/6] SUCCESS (pred=dog) CTA=0.8027
[2026-09-17 14:34:52]   [t8252 v4/6] SUCCESS (pred=dog) CTA=0.7944
[2026-09-17 14:35:42]   [t8252 v5/6] fail (pred=bird) CTA=0.7904
[2026-09-17 14:36:31]   [t8252 v6/6] SUCCESS (pred=dog) CTA=0.8066
[2026-09-17 14:36:31]   target 8252, 6 victims on this gpu: ASR=83.3% CTA=0.8014 +/- 0.0075
[2026-09-17 14:36:31]   selector resources: 3 target(s), 8918.9 total target-seconds, max CUDA allocated 5070.7 MiB (incremental 4325.3 MiB)
[2026-09-17 14:36:31] ==== CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_worst0.05_ce5_tgt70 : ASR = 38.9% +/- 34.2% | CTA = 0.8024 (baseline 0.8127) ====
[2026-09-17 14:36:31]   target-prediction tally ['airplane', 'automobile', 'bird', 'cat', 'deer', 'dog', 'frog', 'horse', 'ship', 'truck']: [0, 0, 11, 0, 0, 7, 0, 0, 0, 0]
